Instance type,Instance family,Instance size,Availability zones,Free-Tier eligible,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,On-Demand Linux pricing,On-Demand Windows pricing
r5b.2xlarge,r5b,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,64,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,0.596 USD per Hour,0.964 USD per Hour
r5b.4xlarge,r5b,4xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,128,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,1.192 USD per Hour,1.928 USD per Hour
r5b.8xlarge,r5b,8xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,256,-,-,-,-,supported,default,10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,2.384 USD per Hour,3.856 USD per Hour
r5b.12xlarge,r5b,12xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,384,-,-,-,-,supported,default,10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,3.576 USD per Hour,5.784 USD per Hour
r5b.16xlarge,r5b,16xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.1,512,-,-,-,-,supported,default,20 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,4.768 USD per Hour,7.712 USD per Hour
r5b.24xlarge,r5b,24xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,768,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,7.152 USD per Hour,11.568 USD per Hour
r5b.metal,r5b,metal,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,true,,96,x86_64,48,-,2,-,3.1,768,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,7.152 USD per Hour,11.568 USD per Hour
r5d.large,r5d,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,2,x86_64,1,1,2,"1,2",3.1,16,75,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,-,ebs,true,true,-,true,0.144 USD per Hour,0.236 USD per Hour
r5d.xlarge,r5d,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,4,x86_64,2,2,2,"1,2",3.1,32,150,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,true,-,true,0.288 USD per Hour,0.472 USD per Hour
r5d.2xlarge,r5d,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,64,300,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,true,-,true,0.576 USD per Hour,0.944 USD per Hour
r5d.4xlarge,r5d,4xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,128,600,true,ssd,2,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,true,-,true,1.152 USD per Hour,1.888 USD per Hour
r5d.8xlarge,r5d,8xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,256,1200,true,ssd,2,supported,default,10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,2.304 USD per Hour,3.776 USD per Hour
r5d.12xlarge,r5d,12xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,384,1800,true,ssd,2,supported,default,10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,3.456 USD per Hour,5.664 USD per Hour
r5d.16xlarge,r5d,16xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.1,512,2400,true,ssd,4,supported,default,20 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,4.608 USD per Hour,7.552 USD per Hour
r5d.24xlarge,r5d,24xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,768,3600,true,ssd,4,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,6.912 USD per Hour,11.328 USD per Hour
r5d.metal,r5d,metal,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,true,,96,x86_64,48,-,2,-,3.1,768,3600,true,ssd,4,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,6.912 USD per Hour,11.328 USD per Hour
r5dn.large,r5dn,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,2,x86_64,1,1,2,"1,2",3.1,16,75,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,0.167 USD per Hour,0.259 USD per Hour
r5dn.xlarge,r5dn,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.1,32,150,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,0.334 USD per Hour,0.518 USD per Hour
r5dn.2xlarge,r5dn,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,64,300,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,0.668 USD per Hour,1.036 USD per Hour
r5dn.4xlarge,r5dn,4xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,128,600,true,ssd,2,supported,default,Up to 25 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,1.336 USD per Hour,2.072 USD per Hour
r5dn.8xlarge,r5dn,8xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,256,1200,true,ssd,2,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,2.672 USD per Hour,4.144 USD per Hour
r5dn.12xlarge,r5dn,12xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,384,1800,true,ssd,2,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,4.008 USD per Hour,6.216 USD per Hour
r5dn.16xlarge,r5dn,16xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.1,512,2400,true,ssd,4,supported,default,75 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,5.344 USD per Hour,8.288 USD per Hour
r5dn.24xlarge,r5dn,24xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,768,3600,true,ssd,4,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,8.016 USD per Hour,12.432 USD per Hour
r5dn.metal,r5dn,metal,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,true,,96,x86_64,48,-,2,-,3.1,768,3600,true,ssd,4,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,8.016 USD per Hour,12.432 USD per Hour
r5n.large,r5n,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,2,x86_64,1,1,2,"1,2",3.1,16,-,-,-,-,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,0.149 USD per Hour,0.241 USD per Hour
r5n.xlarge,r5n,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.1,32,-,-,-,-,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,0.298 USD per Hour,0.482 USD per Hour
r5n.2xlarge,r5n,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,64,-,-,-,-,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,0.596 USD per Hour,0.964 USD per Hour
r5n.4xlarge,r5n,4xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,128,-,-,-,-,supported,default,Up to 25 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,1.192 USD per Hour,1.928 USD per Hour
r5n.8xlarge,r5n,8xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,256,-,-,-,-,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,2.384 USD per Hour,3.856 USD per Hour
r5n.12xlarge,r5n,12xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,384,-,-,-,-,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,3.576 USD per Hour,5.784 USD per Hour
r5n.16xlarge,r5n,16xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.1,512,-,-,-,-,supported,default,75 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,4.768 USD per Hour,7.712 USD per Hour
r5n.24xlarge,r5n,24xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,768,-,-,-,-,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,7.152 USD per Hour,11.568 USD per Hour
r5n.metal,r5n,metal,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,true,,96,x86_64,48,-,2,-,3.1,768,-,-,-,-,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,7.152 USD per Hour,11.568 USD per Hour
r6g.medium,r6g,medium,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,1,arm64,1,-,1,-,2.5,8,-,-,-,-,supported,default,Up to 10 Gigabit,required,2,4,4,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,0.0504 USD per Hour,
r6g.large,r6g,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,2,arm64,2,"1,2",1,1,2.5,16,-,-,-,-,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,0.1008 USD per Hour,
r6g.xlarge,r6g,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,32,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,0.2016 USD per Hour,
r6g.2xlarge,r6g,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,64,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,0.4032 USD per Hour,
r6g.4xlarge,r6g,4xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,128,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,0.8064 USD per Hour,
r6g.8xlarge,r6g,8xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,256,-,-,-,-,supported,default,12 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,1.6128 USD per Hour,
r6g.12xlarge,r6g,12xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.5,384,-,-,-,-,supported,default,20 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,2.4192 USD per Hour,
r6g.16xlarge,r6g,16xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,512,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,3.2256 USD per Hour,
r6g.metal,r6g,metal,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,true,,64,arm64,64,-,1,-,2.5,512,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,3.2256 USD per Hour,
r6gd.medium,r6gd,medium,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,1,arm64,1,-,1,-,2.5,8,59,true,ssd,1,supported,default,Up to 10 Gigabit,required,2,4,4,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,0.0576 USD per Hour,
r6gd.large,r6gd,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,2,arm64,2,"1,2",1,1,2.5,16,118,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,0.1152 USD per Hour,
r6gd.xlarge,r6gd,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,32,237,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,0.2304 USD per Hour,
r6gd.2xlarge,r6gd,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,64,474,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,0.4608 USD per Hour,
r6gd.4xlarge,r6gd,4xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,128,950,true,ssd,1,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,0.9216 USD per Hour,
r6gd.8xlarge,r6gd,8xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,256,1900,true,ssd,1,supported,default,12 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,1.8432 USD per Hour,
r6gd.12xlarge,r6gd,12xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.5,384,2850,true,ssd,2,supported,default,20 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,2.7648 USD per Hour,
r6gd.16xlarge,r6gd,16xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,512,3800,true,ssd,2,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,3.6864 USD per Hour,
r6gd.metal,r6gd,metal,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,true,,64,arm64,64,-,1,-,2.5,512,3800,true,ssd,2,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,3.6864 USD per Hour,
r6i.large,r6i,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,16,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,0.126 USD per Hour,0.218 USD per Hour
r6i.xlarge,r6i,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,32,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,0.252 USD per Hour,0.436 USD per Hour
r6i.2xlarge,r6i,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,64,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,0.504 USD per Hour,0.872 USD per Hour
r6i.4xlarge,r6i,4xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.5,128,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,1.008 USD per Hour,1.744 USD per Hour
r6i.8xlarge,r6i,8xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.5,256,-,-,-,-,supported,default,12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,2.016 USD per Hour,3.488 USD per Hour
r6i.12xlarge,r6i,12xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.5,384,-,-,-,-,supported,default,18.75 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,3.024 USD per Hour,5.232 USD per Hour
r6i.16xlarge,r6i,16xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,512,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,4.032 USD per Hour,6.976 USD per Hour
r6i.24xlarge,r6i,24xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,768,-,-,-,-,supported,default,37.5 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,6.048 USD per Hour,10.464 USD per Hour
r6i.32xlarge,r6i,32xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,1024,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,8.064 USD per Hour,13.952 USD per Hour
r6i.metal,r6i,metal,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,true,,128,x86_64,64,-,2,-,3.5,1024,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,8.064 USD per Hour,13.952 USD per Hour
t3a.nano,t3a,nano,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,2,x86_64,1,1,2,"1,2",2.2,0.5,-,-,-,-,supported,default,Up to 5 Gigabit,required,2,2,2,true,"partition, spread",-,-,true,ebs,-,true,true,true,0.0047 USD per Hour,0.0093 USD per Hour
t3a.micro,t3a,micro,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,2,x86_64,1,1,2,"1,2",2.2,1,-,-,-,-,supported,default,Up to 5 Gigabit,required,2,2,2,true,"partition, spread",-,-,true,ebs,-,true,true,true,0.0094 USD per Hour,0.0186 USD per Hour
t3a.small,t3a,small,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,2,x86_64,1,1,2,"1,2",2.2,2,-,-,-,-,supported,default,Up to 5 Gigabit,required,2,4,4,true,"partition, spread",-,-,true,ebs,-,true,true,true,0.0188 USD per Hour,0.0372 USD per Hour
t3a.medium,t3a,medium,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,2,x86_64,1,1,2,"1,2",2.2,4,-,-,-,-,supported,default,Up to 5 Gigabit,required,3,6,6,true,"partition, spread",-,-,true,ebs,-,true,true,true,0.0376 USD per Hour,0.056 USD per Hour
t3a.large,t3a,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,2,x86_64,1,1,2,"1,2",2.2,8,-,-,-,-,supported,default,Up to 5 Gigabit,required,3,12,12,true,"partition, spread",-,-,true,ebs,-,true,true,true,0.0752 USD per Hour,0.1028 USD per Hour
t3a.xlarge,t3a,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,4,x86_64,2,2,2,"1,2",2.2,16,-,-,-,-,supported,default,Up to 5 Gigabit,required,4,15,15,true,"partition, spread",-,-,true,ebs,-,true,true,true,0.1504 USD per Hour,0.224 USD per Hour
t3a.2xlarge,t3a,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.2,32,-,-,-,-,supported,default,Up to 5 Gigabit,required,4,15,15,true,"partition, spread",-,-,true,ebs,-,true,true,true,0.3008 USD per Hour,0.448 USD per Hour
t4g.nano,t4g,nano,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,2,arm64,2,"1,2",1,1,2.5,0.5,-,-,-,-,supported,default,Up to 5 Gigabit,required,2,2,2,true,"partition, spread",-,-,true,ebs,-,-,true,true,0.0042 USD per Hour,
t4g.micro,t4g,micro,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,2,arm64,2,"1,2",1,1,2.5,1,-,-,-,-,supported,default,Up to 5 Gigabit,required,2,2,2,true,"partition, spread",-,-,true,ebs,-,-,true,true,0.0084 USD per Hour,
t4g.small,t4g,small,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,2,arm64,2,"1,2",1,1,2.5,2,-,-,-,-,supported,default,Up to 5 Gigabit,required,3,4,4,true,"partition, spread",-,-,true,ebs,-,-,true,true,0.0168 USD per Hour,
t4g.medium,t4g,medium,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,2,arm64,2,"1,2",1,1,2.5,4,-,-,-,-,supported,default,Up to 5 Gigabit,required,3,6,6,true,"partition, spread",-,-,true,ebs,-,-,true,true,0.0336 USD per Hour,
t4g.large,t4g,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,nitro,2,arm64,2,"1,2",1,1,2.5,8,-,-,-,-,supported,default,Up to 5 Gigabit,required,3,12,12,true,"partition, spread",-,-,true,ebs,-,-,true,true,0.0672 USD per Hour,
